Task ID,Area,Task,Requirements,Difficulty,Points,Combat Mastery
1290,Wilderness,Defeat Artio in the Wilderness.,,Hard,80,
1291,Wilderness,Defeat Calvar’ion in the Wilderness.,,Hard,80,
1292,Wilderness,Defeat Spindel in the Wilderness.,,Hard,80,
1293,Wilderness,Recharge Prayer at the Chaos Temple.,31 Prayer,Medium,30,
1294,Wilderness,Use the Fountain of Rune.,80 Magic,Hard,80,
1295,Wilderness,Charge a Glory at the Fountain of Rune.,80 Magic,Hard,80,
1296,Wilderness,Use the Obelisk Network in the Wilderness.,60 Magic,Hard,80,
1297,Wilderness,Restore Stats at Ferox Enclave.,,Easy,10,
1298,Wilderness,Use a Looting Bag in the Wilderness.,,Medium,30,
1299,Wilderness,Fill a Looting Bag in the Wilderness.,,Medium,30,
1300,Wilderness,Use a Burning Amulet to Teleport to the Wilderness.,,Easy,10,
1301,Wilderness,Enter the Deep Wilderness Dungeon.,,Hard,80,
1302,Wilderness,Catch Raw Dark Crabs at the Resource Area.,85 Fishing,Hard,80,
1303,Wilderness,Chop Yew Trees in the Wilderness Resource Area.,60 Woodcutting,Hard,80,
1304,Wilderness,Mine Coal in the Wilderness Resource Area.,30 Mining,Medium,30,
1305,Wilderness,Burn Yew Logs in the Wilderness.,60 Firemaking,Hard,80,
1306,Wilderness,Enter the Corporeal Beast Cave.,,Hard,80,
1307,Wilderness,Use a Fairy Ring in the Wilderness.,,Easy,10,
1308,Wilderness,Enter the Pirate Hut in the Wilderness.,,Easy,10,
1309,Wilderness,Enter the Rogues’ Castle.,,Medium,30,
1310,Wilderness,Enter the Demonic Ruins.,,Medium,30,
1311,Wilderness,Enter the Forgotten Cemetery.,,Medium,30,
1312,Wilderness,Enter the Wilderness God Wars Dungeon.,60 Strength or Agility,Hard,80,
1313,Kourend,Enter the Catacombs of Kourend.,,Easy,10,
1314,Kourend,Enter Mount Karuulm.,,Medium,30,
1315,Kourend,Enter the Karuulm Slayer Dungeon.,,Hard,80,
1316,Kourend,Enter the Farming Guild.,45 Farming,Medium,30,
1317,Kourend,Enter the Woodcutting Guild.,60 Woodcutting,Hard,80,
1318,Kourend,Enter the Farming Guild Mid Tier.,65 Farming,Hard,80,
1319,Kourend,Enter the Farming Guild High Tier.,85 Farming,Hard,80,
1320,Kourend,Enter the Kebos Swamp.,,Medium,30,
1321,Kourend,Enter the Lizardman Canyon.,,Medium,30,
1322,Kourend,Enter the Shayzien Crypts.,,Easy,10,
1323,Kourend,Enter the Arceuus Library.,,Easy,10,
1324,Kourend,Enter the Blood Altar.,77 Runecrafting,Hard,80,
1325,Kourend,Enter the Soul Altar.,90 Runecrafting,Elite,200,
1326,Kourend,Enter the Chasm of Fire.,,Hard,80,
1327,Kourend,Complete a Lap of the Shayzien Agility Course.,5 Agility,Easy,10,
1328,Kourend,Complete a Lap of the Kourend Woodland Course.,45 Agility,Medium,30,
1329,Kourend,Use the Mount Karuulm Agility Shortcut.,70 Agility,Hard,80,
1330,Kourend,Mine Lovakite Ore in Kourend.,65 Mining,Hard,80,
1331,Kourend,Mine Sulphur in Kourend.,42 Mining,Medium,30,
1332,Kourend,Mine Dense Essence in Kourend.,38 Mining,Medium,30,
1333,Kourend,Fish Trout in Kourend.,20 Fishing,Easy,10,
1334,Kourend,Fish Anglerfish in Kourend.,82 Fishing,Hard,80,
1335,Kourend,Cook Anglerfish in Kourend.,84 Cooking,Hard,80,
1336,Kourend,Chop Redwoods in Kourend.,90 Woodcutting,Elite,200,
1337,Kourend,Fill an Inventory with Redwood Logs in Kourend.,90 Woodcutting,Elite,200,
1338,Kourend,Burn Redwood Logs in Kourend.,90 Firemaking,Elite,200,
1339,Kourend,Chop Teak Trees in Kourend.,35 Woodcutting,Medium,30,
1340,Kourend,Catch Copper Longtails in Kourend.,9 Hunter,Easy,10,
1341,Kourend,Catch Swamp Lizards in Kourend.,29 Hunter,Easy,10,
1342,Kourend,Catch Red Salamanders in Kourend.,59 Hunter,Medium,30,
1343,Kourend,Catch Herbiboars in Kourend.,80 Hunter,Hard,80,
1344,Kourend,Catch a Dragon Impling in Kourend.,83 Hunter,Hard,80,
1345,Kourend,Set a Box Trap in Kourend.,27 Hunter,Easy,10,
1346,Kourend,Craft Blood Runes in Kourend.,77 Runecrafting,Hard,80,
1347,Kourend,Craft Soul Runes in Kourend.,90 Runecrafting,Elite,200,
1348,Kourend,Use the Arceuus Spellbook.,60 Magic,Hard,80,
1349,Kourend,Teleport to Kourend Castle.,69 Magic,Hard,80,
1350,Kourend,Cast Resurrect Greater Ghost in Kourend.,76 Magic,Hard,80,
1351,Kourend,Cast Ward of Arceuus in Kourend.,73 Magic,Hard,80,
1352,Kourend,Pickpocket a Citizen in Kourend.,25 Thieving,Easy,10,
1353,Kourend,Steal from Fruit Stalls in Kourend.,25 Thieving,Easy,10,
1354,Kourend,Steal from Stone Chests in Kourend.,64 Thieving,Hard,80,
1355,Kourend,Pickpocket a Master Farmer in Kourend.,38 Thieving,Medium,30,
1356,Kourend,Craft Xerician Robes in Kourend.,22 Crafting,Easy,10,
1357,Kourend,Craft Black Dragonhide Armor in Kourend.,84 Crafting,Hard,80,
1358,Kourend,Smith Shayzien Armor in Kourend.,40 Smithing,Medium,30,
1359,Kourend,Smith Lovakite Bars in Kourend.,65 Smithing,Hard,80,
1360,Kourend,Defeat a Sand Crab in Kourend.,,Easy,10,
1361,Kourend,Defeat a Lizardman in Kourend.,,Medium,30,
1362,Kourend,Defeat a Brutal Blue Dragon in Kourend.,,Hard,80,
1363,Kourend,Defeat a Brutal Black Dragon in Kourend.,,Hard,80,
1364,Kourend,Defeat a Wyrm in Kourend.,62 Slayer,Hard,80,
1365,Kourend,Defeat a Drake in Kourend.,84 Slayer,Hard,80,
1366,Kourend,Defeat a Hydra in Kourend.,95 Slayer,Elite,200,
1367,Kourend,Defeat a Dust Devil in Kourend.,65 Slayer,Hard,80,
1368,Kourend,Defeat a Greater Demon in Kourend.,,Medium,30,
1369,Kourend,Defeat a Fire Giant in Kourend.,,Medium,30,
1370,Kourend,Defeat a Hill Giant in Kourend.,,Easy,10,
1371,Kourend,Recharge Prayer at the Kourend Cathedral.,31 Prayer,Medium,30,
1372,Kourend,Use the Furnace in Lovakengj.,,Easy,10,
1373,Kourend,Use the Anvil in Lovakengj.,,Easy,10,
1374,Kourend,Speak to Konar quo Maten.,,Hard,80,
1375,Kourend,Speak to Lord Kandur Hosidius.,,Easy,10,
1376,Kourend,Speak to Veos.,,Easy,10,
1377,Kourend,Use the Minecart Network in Kourend.,,Easy,10,
1378,Kourend,Use a Fairy Ring in Kourend.,,Easy,10,
1379,Kourend,Catch an Impling in Kourend.,17 Hunter,Easy,10,
1380,Kourend,Fill an Inventory with Red Salamanders in Kourend.,59 Hunter,Medium,30,
1381,Kourend,Fill an Inventory with Dense Essence Blocks in Kourend.,38 Mining,Medium,30,
1382,Kourend,Burn Yew Logs in Kourend.,60 Firemaking,Hard,80,
1383,Kourend,Fill an Inventory with Teak Logs in Kourend.,35 Woodcutting,Medium,30,
1384,Kourend,Enter the Wintertodt Camp.,50 Firemaking,Medium,30,
1385,Kourend,Subdue the Wintertodt.,50 Firemaking,Medium,30,
1386,Kourend,Burn Bruma Roots in Kourend.,50 Firemaking,Medium,30,
1387,Kourend,Fletch Kindling in Kourend.,50 Firemaking,Medium,30,
1388,Kourend,Enter the Chambers of Xeric Lobby.,,Elite,200,
1389,Kourend,Enter Mount Quidamortem.,,Hard,80,
1390,Kourend,Fish at Molch Lake.,20 Fishing,Easy,10,
1391,Kourend,Catch Bluegill in Kourend.,43 Fishing,Medium,30,
1392,Kourend,Catch Common Tench in Kourend.,56 Fishing,Medium,30,
1393,Varlamore,Enter Civitas illa Fortis.,,Easy,10,
1394,Varlamore,Enter the Fortis Colosseum.,,Elite,200,
1395,Varlamore,Enter the Hunter Guild.,46 Hunter,Medium,30,
1396,Varlamore,Enter the Avium Savannah.,,Easy,10,
1397,Varlamore,Enter the Tlati Rainforest.,,Medium,30,
1398,Varlamore,Enter Cam Torum.,,Medium,30,
1399,Varlamore,Enter Neypotzli.,,Hard,80,
1400,Varlamore,Enter the Twilight Temple.,,Hard,80,
1401,Varlamore,Enter the Fortis Bazaar.,,Easy,10,
1402,Varlamore,Enter the Hunter Guild Basement.,72 Hunter,Hard,80,
1403,Varlamore,Complete a Lap of the Fortis Rooftop Course.,50 Agility,Medium,30,
1404,Varlamore,Use an Agility Shortcut in Varlamore.,45 Agility,Medium,30,
1405,Varlamore,Cross the Broken Bridge in Varlamore.,60 Agility,Hard,80,
1406,Varlamore,Mine Calcified Deposits in Varlamore.,41 Mining,Medium,30,
1407,Varlamore,Mine Runite Ore in Varlamore.,85 Mining,Hard,80,
1408,Varlamore,Fill an Inventory with Calcified Deposits in Varlamore.,41 Mining,Medium,30,
1409,Varlamore,Fish Sunlight Antelope in Varlamore Waters.,72 Fishing,Hard,80,
1410,Varlamore,Fish Raw Lobsters in Varlamore.,40 Fishing,Medium,30,
1411,Varlamore,Fill an Inventory with Lobsters in Varlamore.,40 Fishing,Medium,30,
1412,Varlamore,Cook Lobsters in Varlamore.,40 Cooking,Medium,30,
1413,Varlamore,Chop Teak Trees in Varlamore.,35 Woodcutting,Medium,30,
1414,Varlamore,Chop Mahogany Trees in Varlamore.,50 Woodcutting,Medium,30,
1415,Varlamore,Fill an Inventory with Mahogany Logs in Varlamore.,50 Woodcutting,Medium,30,
1416,Varlamore,Burn Mahogany Logs in Varlamore.,50 Firemaking,Medium,30,
1417,Varlamore,Catch a Sunlight Moth in Varlamore.,15 Hunter,Easy,10,
1418,Varlamore,Catch a Moonlight Moth in Varlamore.,75 Hunter,Hard,80,
1419,Varlamore,Catch a Sunlight Antelope in Varlamore.,72 Hunter,Hard,80,
1420,Varlamore,Catch a Moonlight Antelope in Varlamore.,91 Hunter,Elite,200,
1421,Varlamore,Catch a Tecu Salamander in Varlamore.,79 Hunter,Hard,80,
1422,Varlamore,Set a Box Trap in Varlamore.,27 Hunter,Easy,10,
1423,Varlamore,Craft Sunfire Runes in Varlamore.,54 Runecrafting,Medium,30,
1424,Varlamore,Use the Arceuus Spellbook in Varlamore.,60 Magic,Hard,80,
1425,Varlamore,Cast Superior Demonbane in Varlamore.,62 Magic,Hard,80,
1426,Varlamore,Teleport to Civitas illa Fortis.,54 Magic,Medium,30,
1427,Varlamore,Pickpocket a Wealthy Citizen in Varlamore.,50 Thieving,Medium,30,
1428,Varlamore,Steal from a Market Stall in Varlamore.,25 Thieving,Easy,10,
1429,Varlamore,Steal from a Chest in Varlamore.,72 Thieving,Hard,80,
1430,Varlamore,Craft Sunfire Fanatic Armor in Varlamore.,66 Crafting,Hard,80,
1431,Varlamore,Craft Black Dragonhide Armor in Varlamore.,84 Crafting,Hard,80,
1432,Varlamore,Smith Mithril Armor in Varlamore.,50 Smithing,Medium,30,
1433,Varlamore,Smith Rune Armor in Varlamore.,85 Smithing,Hard,80,
1434,Varlamore,Defeat a Harpy in Varlamore.,,Easy,10,
1435,Varlamore,Defeat a Frost Nagua in Varlamore.,,Hard,80,
1436,Varlamore,Defeat a Sulphur Nagua in Varlamore.,,Hard,80,
1437,Varlamore,Defeat a Javelin Colossus in Varlamore.,,Hard,80,
1438,Varlamore,Defeat a Minotaur in Varlamore.,,Easy,10,
1439,Varlamore,Defeat a Snake in Varlamore.,,Easy,10,
1440,Varlamore,Defeat a Jaguar Warrior in Varlamore.,,Medium,30,
1441,Varlamore,Defeat a Sulphur Lizard in Varlamore.,,Medium,30,
1442,Varlamore,Defeat a Colosseum Wave in Varlamore.,,Elite,200,
1443,Varlamore,Recharge Prayer in Varlamore.,31 Prayer,Medium,30,
1444,Varlamore,Use the Furnace in Cam Torum.,,Medium,30,
1445,Varlamore,Use the Anvil in Cam Torum.,,Medium,30,
1446,Varlamore,Speak to the Hunter Guild Master.,46 Hunter,Medium,30,
1447,Varlamore,Speak to Servius.,,Easy,10,
1448,Varlamore,Speak to the Colosseum Recruiter.,,Hard,80,
1449,Varlamore,Use a Quetzal Transport in Varlamore.,,Easy,10,
1450,Varlamore,Ride a Quetzal in Varlamore.,,Easy,10,
1451,Varlamore,Use a Fairy Ring in Varlamore.,,Easy,10,
1452,Varlamore,Catch an Impling in Varlamore.,17 Hunter,Easy,10,
1453,Varlamore,Fill an Inventory with Mahogany Logs in Varlamore.,50 Woodcutting,Medium,30,
1454,Varlamore,Burn Yew Logs in Varlamore.,60 Firemaking,Hard,80,
1455,Varlamore,Enter the Perilous Moons Area.,,Hard,80,
1456,Varlamore,Defeat a Moonlight Creature in Varlamore.,,Hard,80,
1457,Varlamore,Enter the Earthbound Cavern in Varlamore.,,Hard,80,
1458,Varlamore,Mine Barronite in Varlamore.,14 Mining,Easy,10,
1459,Varlamore,Fill an Inventory with Barronite in Varlamore.,14 Mining,Easy,10,
1460,Varlamore,Fish at the Varlamore Coastline.,20 Fishing,Easy,10,
1461,Varlamore,Catch Raw Swordfish in Varlamore.,50 Fishing,Medium,30,
1462,Varlamore,Cook Swordfish in Varlamore.,45 Cooking,Medium,30,
1463,Varlamore,Enter the Bazaar Upper Level.,40 Agility,Medium,30,
1464,Varlamore,Cross Rooftops in Civitas illa Fortis.,50 Agility,Medium,30,
1465,Varlamore,Catch a Butterfly in Varlamore.,15 Hunter,Easy,10,
1466,Varlamore,Fill an Inventory with Calcified Deposits in Cam Torum.,41 Mining,Medium,30,
1467,General,Achieve Level 10 Combat,,Easy,10,
1468,General,Achieve Level 20 Combat,,Easy,10,
1469,General,Achieve Level 30 Combat,,Medium,30,
1470,General,Achieve Level 40 Combat,,Medium,30,
1471,General,Achieve Level 50 Combat,,Medium,30,
1472,General,Achieve Level 60 Combat,,Hard,80,
1473,General,Achieve Level 70 Combat,,Hard,80,
1474,General,Achieve Level 80 Combat,,Hard,80,
1475,General,Achieve Level 90 Combat,,Elite,200,
1476,General,Achieve Level 100 Combat,,Elite,200,
1477,General,Achieve Level 110 Combat,,Elite,200,
1478,General,Achieve Level 120 Combat,,Master,400,
1479,General,Achieve Level 126 Combat,,Master,400,
1480,Misthalin,Equip a Hill Giant Club.,40 Attack,Medium,30,
1481,Misthalin,Equip Bryophyta’s Staff.,30 Magic,Medium,30,
1482,Wilderness,Equip a Dragon Pickaxe.,61 Mining,Hard,80,
1483,Wilderness,Equip a Tyrannical Ring.,75 Hitpoints,Hard,80,
1484,Wilderness,Equip a Treasonous Ring.,75 Hitpoints,Hard,80,
1485,Wilderness,Equip a Ring of the Gods.,75 Hitpoints,Hard,80,
1486,Wilderness,Equip Craw’s Bow.,60 Ranged,Hard,80,
1487,Wilderness,Equip Viggora’s Chainmace.,60 Attack,Hard,80,
1488,Wilderness,Equip Thammaron’s Sceptre.,60 Magic,Hard,80,
1489,Wilderness,Equip an Amulet of Avarice.,50 Crafting,Hard,80,
1490,Wilderness,Equip a Revenant Weapon Upgrade.,60 Combat,Hard,80,
1491,Asgarnia,Equip a Saradomin Sword.,70 Attack,Hard,80,
1492,Asgarnia,Equip a Zamorakian Spear.,70 Attack,Hard,80,
1493,Asgarnia,Equip an Armadyl Crossbow.,70 Ranged,Hard,80,
1494,Asgarnia,Equip Bandos Tassets.,65 Defence,Hard,80,
1495,Asgarnia,Equip Bandos Chestplate.,65 Defence,Hard,80,
1496,Asgarnia,Equip an Armadyl Chestplate.,70 Defence,Hard,80,
1497,Asgarnia,Equip Armadyl Chainskirt.,70 Defence,Hard,80,
1498,Asgarnia,Equip a Saradomin Godsword.,75 Attack,Hard,80,
1499,Asgarnia,Equip a Zamorak Godsword.,75 Attack,Hard,80,
1500,Asgarnia,Equip an Armadyl Godsword.,75 Attack,Hard,80,
1501,Asgarnia,Equip a Bandos Godsword.,75 Attack,Hard,80,
1502,Asgarnia,Equip Dragon Boots.,60 Defence,Hard,80,
1503,Asgarnia,Equip Primordial Boots.,75 Strength,Hard,80,
1504,Asgarnia,Equip Pegasian Boots.,75 Ranged,Hard,80,
1505,Asgarnia,Equip Eternal Boots.,75 Magic,Hard,80,
1506,Asgarnia,Equip a Granite Ring.,50 Defence,Medium,30,
1507,Asgarnia,Equip a Granite Hammer.,50 Attack,Medium,30,
1508,Asgarnia,Equip a Black Tourmaline Core.,65 Slayer,Hard,80,
1509,Fremennik,Equip a Berserker Ring.,45 Defence,Hard,80,
1510,Fremennik,Equip an Archer Ring.,45 Defence,Hard,80,
1511,Fremennik,Equip a Seers Ring.,45 Defence,Hard,80,
1512,Fremennik,Equip a Warrior Ring.,45 Defence,Hard,80,
1513,Fremennik,Equip a Dragon Axe.,60 Attack,Hard,80,
1514,Fremennik,Equip a Mud Battlestaff.,30 Magic,Medium,30,
1515,Fremennik,Equip a Leaf-Bladed Battleaxe.,65 Attack,Hard,80,
1516,Fremennik,Equip Fremennik Blade Armor.,50 Defence,Medium,30,
1517,Fremennik,Equip a Helm of Neitiznot.,55 Defence,Medium,30,
1518,Fremennik,Equip a Basilisk Jaw.,60 Defence,Hard,80,
1519,Fremennik,Equip a Dragonbone Necklace.,80 Prayer,Hard,80,
1520,Fremennik,Equip Vorkath’s Head.,70 Defence,Hard,80,
1521,Fremennik,Equip a Skeletal Visage.,75 Defence,Hard,80,
1522,Fremennik,Equip a Draconic Visage.,75 Defence,Hard,80,
1523,Fremennik,Equip a Jar of Decay.,60 Combat,Hard,80,
1524,Morytania,Equip an Abyssal Whip.,70 Attack,Hard,80,
1525,Morytania,Equip an Abyssal Dagger.,70 Attack,Hard,80,
1526,Morytania,Equip an Abyssal Bludgeon.,70 Attack,Hard,80,
1527,Morytania,Equip Granite Gloves.,50 Defence,Medium,30,
1528,Morytania,Equip a Black Mask.,10 Defence,Medium,30,
1529,Morytania,Equip an Occult Necklace.,70 Magic,Hard,80,
1530,Morytania,Equip a Trident of the Seas.,75 Magic,Hard,80,
1531,Morytania,Equip a Trident of the Swamp.,78 Magic,Hard,80,
1532,Morytania,Equip an Abyssal Tentacle.,75 Attack,Hard,80,
1533,Morytania,Equip a Kraken Tentacle.,75 Magic,Hard,80,
1534,Morytania,Equip a Granite Maul Ornament Kit.,50 Attack,Medium,30,
1535,Morytania,Equip Dharok’s Greataxe.,70 Attack,Hard,80,
1536,Morytania,Equip Guthan’s Warspear.,70 Attack,Hard,80,
1537,Morytania,Equip Karil’s Crossbow.,70 Ranged,Hard,80,
1538,Morytania,Equip Ahrim’s Staff.,70 Magic,Hard,80,
1539,Morytania,Equip Torag’s Hammers.,70 Attack,Hard,80,
1540,Morytania,Equip Verac’s Flail.,70 Attack,Hard,80,
1541,Morytania,Equip Justiciar Faceguard.,75 Defence,Elite,200,
1542,Morytania,Equip a Scythe of Vitur.,75 Attack,Master,400,
1543,Morytania,Equip a Sanguinesti Staff.,75 Magic,Elite,200,
1544,Morytania,Equip Ghrazi Rapier.,75 Attack,Elite,200,
1545,Morytania,Equip Avernic Defender Hilt.,70 Defence,Elite,200,
1546,Morytania,Equip a Nightmare Staff.,65 Magic,Elite,200,
1547,Morytania,Equip an Inquisitor’s Mace.,75 Attack,Elite,200,
1548,Morytania,Equip Inquisitor’s Armour.,70 Defence,Elite,200,
1549,Morytania,Equip a Harmonised Orb Weapon.,75 Magic,Elite,200,
1550,Desert,Equip an Ancient Staff.,50 Magic,Medium,30,
1551,Desert,Equip a Dragon Chainbody.,60 Defence,Hard,80,
1552,Desert,Equip a Keris Partisan.,50 Attack,Medium,30,
1553,Desert,Equip Osmumten’s Fang.,82 Attack,Elite,200,
1554,Desert,Equip Elidinis’ Ward.,80 Defence,Elite,200,
1555,Desert,Equip Masori Body Armour.,80 Ranged,Elite,200,
1556,Desert,Equip Tumeken’s Shadow.,85 Magic,Master,400,
1557,Desert,Equip a Lightbearer.,45 Hitpoints,Hard,80,
1558,Desert,Equip a Dragon 2h Sword.,60 Attack,Hard,80,
1559,Desert,Equip a Dragon Chainbody Ornament Kit.,60 Defence,Hard,80,
1560,Desert,Equip a Pharaoh’s Sceptre.,60 Magic,Hard,80,
1561,Desert,Equip Infinity Boots.,50 Magic,Medium,30,
1562,Desert,Equip Infinity Robes.,50 Magic,Medium,30,
1563,Desert,Equip Mage’s Book.,60 Magic,Medium,30,
1564,Kandarin,Equip a Dragon Warhammer.,60 Attack,Hard,80,
1565,Kandarin,Equip Ranger Boots.,40 Ranged,Hard,80,
1566,Kandarin,Equip Robin Hood Hat.,40 Ranged,Medium,30,
1567,Kandarin,Equip a Seercull.,50 Ranged,Medium,30,
1568,Kandarin,Equip Granite Legs.,50 Defence,Medium,30,
1569,Kandarin,Equip Granite Boots.,50 Defence,Medium,30,
1570,Kandarin,Equip Granite Shield.,50 Defence,Medium,30,
1571,Kandarin,Equip a Mystic Hat (Dark).,40 Magic,Medium,30,
1572,Kandarin,Equip a Dragon Full Helmet.,60 Defence,Hard,80,
1573,Kandarin,Equip a Dragon Platelegs.,60 Defence,Hard,80,
1574,Kandarin,Equip a Dragon Plateskirt.,60 Defence,Hard,80,
1575,Kandarin,Equip a Heavy Ballista.,75 Ranged,Hard,80,
1576,Kandarin,Equip a Light Ballista.,65 Ranged,Hard,80,
1577,Kandarin,Equip Zenyte Jewellery.,80 Crafting,Elite,200,
1578,Kandarin,Equip a Torture Amulet.,75 Hitpoints,Elite,200,
1579,Kandarin,Equip a Necklace of Anguish.,75 Ranged,Elite,200,
1580,Kandarin,Equip a Tormented Bracelet.,75 Magic,Elite,200,
1581,Kandarin,Equip a Ring of Suffering.,75 Defence,Elite,200,
1582,Kandarin,Equip a Dragon Scimitar Ornament Kit.,60 Attack,Hard,80,
1583,Tirannwn,Equip a Crystal Bow.,70 Ranged,Hard,80,
1584,Tirannwn,Equip a Crystal Shield.,70 Defence,Hard,80,
1585,Tirannwn,Equip Crystal Armour.,70 Defence,Hard,80,
1586,Tirannwn,Equip a Blade of Saeldor.,75 Attack,Elite,200,
1587,Tirannwn,Equip a Bow of Faerdhinen.,80 Ranged,Elite,200,
1588,Tirannwn,Equip a Crystal Tool Seed Item.,70 Skill Requirement,Hard,80,
1589,Tirannwn,Equip a Crystal Helm.,70 Defence,Hard,80,
1590,Tirannwn,Equip Crystal Legs.,70 Defence,Hard,80,
1591,Tirannwn,Equip a Crystal Body.,70 Defence,Hard,80,
1592,Kourend,Equip Dragon Claws.,60 Attack,Elite,200,
1593,Kourend,Equip Dinh’s Bulwark.,75 Defence,Elite,200,
1594,Kourend,Equip Ancestral Robes.,75 Magic,Elite,200,
1595,Kourend,Equip a Twisted Bow.,85 Ranged,Master,400,
1596,Kourend,Equip a Kodai Wand.,75 Magic,Master,400,
1597,Kourend,Equip a Dragon Hunter Crossbow.,65 Ranged,Elite,200,
1598,Kourend,Equip Dragon Hunter Lance.,70 Attack,Elite,200,
1599,Kourend,Equip a Brimstone Ring.,60 Combat,Hard,80,
1600,Kourend,Equip Brimstone Boots.,60 Defence,Hard,80,
1601,Kourend,Equip a Hydra Leather Item.,70 Ranged,Hard,80,
1602,Kourend,Equip Ferocious Gloves.,80 Defence,Elite,200,
1603,Kourend,Equip a Tome of Fire.,50 Magic,Medium,30,
1604,Kourend,Equip a Tome of Water.,50 Magic,Medium,30,
1605,Kourend,Equip a Dusk Mystic Set Piece.,40 Magic,Medium,30,
1606,Kourend,Equip a Xerician Robe Top.,20 Magic,Easy,10,
1607,Kourend,Equip a Xerician Robe Bottom.,20 Magic,Easy,10,
1608,Kourend,Equip a Xerician Hat.,20 Magic,Easy,10,
1609,Kourend,Equip a Dark Totem Piece Reward.,60 Combat,Hard,80,
1610,Kourend,Equip an Ancient Shard Charged Weapon.,75 Combat,Hard,80,
1611,Kourend,Equip a Konar Slayer Helmet Variant.,55 Crafting,Hard,80,
1612,Varlamore,Equip Sunfire Fanatic Armour.,66 Defence,Hard,80,
1613,Varlamore,Equip Dual Macuahuitl.,70 Attack,Hard,80,
1614,Varlamore,Equip Blood Moon Armour.,75 Defence,Hard,80,
1615,Varlamore,Equip Blue Moon Armour.,75 Magic,Hard,80,
1616,Varlamore,Equip Eclipse Moon Armour.,75 Ranged,Hard,80,
1617,Varlamore,Equip a Sunfire Crossbow.,70 Ranged,Hard,80,
1618,Varlamore,Equip a Colossal Blade.,60 Attack,Hard,80,
1619,Varlamore,Equip a Dizana’s Quiver.,80 Ranged,Elite,200,
1620,Varlamore,Equip a Tonalztics of Ralos.,75 Ranged,Elite,200,
1621,Varlamore,Equip a Glacial Temotli.,75 Attack,Hard,80,
1622,Karamja,Equip an Obsidian Cape.,60 Defence,Hard,80,
1623,Karamja,Equip an Obsidian Shield.,60 Defence,Hard,80,
1624,Karamja,Equip an Obsidian Maul.,60 Attack,Hard,80,
1625,Karamja,Equip Toktz-xil-ak.,60 Ranged,Hard,80,
1626,Karamja,Equip Toktz-ket-xil.,60 Defence,Hard,80,
1627,Karamja,Equip a Fire Cape.,75 Combat,Elite,200,
1628,Karamja,Equip Infernal Cape.,85 Combat,Elite,200,
1629,Karamja,Equip a Dragon Harpoon.,61 Fishing,Hard,80,
1630,Karamja,Equip a Toktz-mej-tal.,60 Magic,Hard,80,
1631,Karamja,Equip an Obsidian Armour Piece.,60 Defence,Hard,80,
1632,General,Equip a Twisted Ornament Kit Item.,75 Combat,Elite,200,
1633,General,Equip a Trailblazer Ornament Kit Item.,75 Combat,Elite,200,
1634,General,Equip a Third Age Item.,65 Defence,Elite,200,
1635,General,Equip a Gilded Item.,40 Defence,Hard,80,
1636,General,Equip Ranger Gloves.,40 Ranged,Medium,30,
1637,General,Equip Holy Sandals.,31 Prayer,Medium,30,
1638,General,Equip Wizard Boots.,50 Magic,Medium,30,
1639,General,Equip a Fury Ornament Kit Item.,75 Hitpoints,Hard,80,
1640,General,Equip an Eternal Glory.,80 Magic,Elite,200,
1641,General,Equip a Dragonbone Upgrade Item.,70 Prayer,Hard,80,
1642,General,Equip a Pet Transmog Cosmetic.,75 Combat,Elite,200,
1643,General,Equip a Clue Scroll Reward Weapon.,40 Combat,Medium,30,
1644,General,Equip a Clue Scroll Reward Armour Piece.,40 Defence,Medium,30,
1645,General,Equip a Clue Scroll Reward Cosmetic.,20 Combat,Easy,10,
1646,General,Equip a Golden Treasure Trail Item.,60 Combat,Hard,80,
1647,General,Equip an Ornament Kit Enhanced Weapon.,75 Combat,Elite,200,
1648,General,Equip a Robin Hood Hat.,40 Ranged,Hard,80,
1649,General,Equip Ranger Boots.,40 Ranged,Hard,80,
1650,General,Equip Holy Sandals.,31 Prayer,Medium,30,
1651,General,Equip Wizard Boots.,50 Magic,Medium,30,
1652,General,Equip a Black Elegant Shirt.,,Medium,30,
1653,General,Equip Black Elegant Legs.,,Medium,30,
1654,General,Equip a Red Elegant Shirt.,,Medium,30,
1655,General,Equip Red Elegant Legs.,,Medium,30,
1656,General,Equip a Green Elegant Shirt.,,Medium,30,
1657,General,Equip Green Elegant Legs.,,Medium,30,
1658,General,Equip a Blue Elegant Shirt.,,Medium,30,
1659,General,Equip Blue Elegant Legs.,,Medium,30,
1660,General,Equip a Zamorak Platebody.,40 Defence,Medium,30,
1661,General,Equip a Saradomin Platebody.,40 Defence,Medium,30,
1662,General,Equip a Guthix Platebody.,40 Defence,Medium,30,
1663,General,Equip a Zamorak Full Helm.,40 Defence,Medium,30,
1664,General,Equip a Saradomin Full Helm.,40 Defence,Medium,30,
1665,General,Equip a Guthix Full Helm.,40 Defence,Medium,30,
1666,General,Equip Zamorak Platelegs.,40 Defence,Medium,30,
1667,General,Equip Saradomin Platelegs.,40 Defence,Medium,30,
1668,General,Equip Guthix Platelegs.,40 Defence,Medium,30,
1669,General,Equip a Zamorak Kiteshield.,40 Defence,Medium,30,
1670,General,Equip a Saradomin Kiteshield.,40 Defence,Medium,30,
1671,General,Equip a Guthix Kiteshield.,40 Defence,Medium,30,
